query,top tables,target table,target answer
what was the outcome of the bolshevik revolution,List of Batman television series characters_88ECB287C9E2DC6C,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Texas Southern University_216022234C0AFB19,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Copernican Revolution_B54999B16E20483A,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Scientific revolution_B54999B16E20483A,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Sasuke Uchiha_1702404FF73C4FE6,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,The President Show_43CAEBDE1B4FED48,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Stay (Maurice Williams song)_C80E710344DCCDAD,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Africa Cup of Nations_D4D2B9B616FF6221,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Pokémon Red and Blue_2878C08A8E76519F,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Global spread of the printing press_7AA8270097391B8F,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,"Life, Liberty and the pursuit of Happiness_BE787FDFED561065",October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,You Don't Know Me (Eddy Arnold song)_FB82E20AEB1D2394,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Pokémon Yellow_7BD62E295D17F6EF,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Gravitational constant_EC1E5A75A37A6C2,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Pokémon: The First Movie_42D787D7AA88C28D,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Pokémon: The Movie 2000_42D787D7AA88C28D,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Majority Leader of the New York State Senate_803850E9A576C5F7,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,"Washington, D.C._3A09BF1BE7E6DE8",October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Secret ballot_294AEDE474255DB6,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Hold My Hand (Michael Jackson and Akon song)_16180113F0F930D1,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Signing of the United States Declaration of Independence_1A0DEEB295DB573D,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,List of Cars characters_4C87046AE77FDDD7,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,I Can't Let Go_56FCA8F3CC393A9D,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,List of Pokémon_A802E5F7BB9259C3,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Federal Reserve System_F4F2884542DAC123,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,At Last_CB68499BB9AB9935,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Jumanji: Welcome to the Jungle_54367FB282046C13,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,The Crossing (TV series)_C861611A44387726,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Leibniz–Newton calculus controversy_26A946D48A675BB8,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,List of The Simpsons cast members_90511BD9A8D0C188,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Undun (song)_EF305B2BFB5BD479,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Love Never Felt So Good_6E2A6081AC6C6638,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Newton's laws of motion_66ADFB984E2B2B45,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,BuzzFeed Unsolved_8FF436F72AF0B63F,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Yalta Conference_3A08994410A163AD,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,You've Lost That Lovin' Feelin'_9CDD3974DC4F3BB9,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Demography of the United Kingdom_4A71B619C5AD8AAD,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,"What's New, Scooby-Doo?_19E3D5BF91905C",October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Pontiac Silverdome_C379047DC0C22583,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Super Smash Bros._5C29AC0DECB74B25,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Operation Market Garden_2E2A4286805DCAB8,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Founding Fathers of the United States_1A0DEEB295DB573D,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,List of Star Wars filming locations_EC14FF0D31EA6D24,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Chronology of the universe_6B72172874F2BD73,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Physical history of the United States Declaration of Independence_1A0DEEB295DB573D,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,The Book of Dust_A60065A958ECEF4C,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,'03 Bonnie & Clyde_10723FF1ACCF0CB2,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Long Cool Woman in a Black Dress_56FCA8F3CC393A9D,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,World Economic Forum_256EC502E1DADB1F,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Birth of the Dragon_5AE31115861D2B11,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Pokémon Diamond and Pearl_401C029EB13CF1F6,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Pokémon Gold and Silver_9B31D29F7AA9FDA2,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Pokémon X and Y_9C5625DCB6609CA4,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Impeachment in the Philippines_FBC6EC1B8413FEEB,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Minimum wage in the United States_928ADFE765E22DB1,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,"He Ain't Heavy, He's My Brother_C80E710344DCCDAD",October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,New Living Translation_FFC41C5F05141790,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Waltz of the Angels_C8107648059A3CA,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Partition (song)_5DC6773EF6FB0E49,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,King Arthur: Legend of the Sword_BF1FD88F0FA8B2E1,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,List of The Thundermans episodes_29F3562FD668EBB5,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,A Sharp Intake of Breath_AA7853B779033C55,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Muslim conquests of the Indian subcontinent_473B69D170D51609,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,The Secret Daughter_F3D4CCA2998C6731,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,List of Yo-kai Watch episodes_D5881C025BE0024F,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Psycho (1960 film)_B4726E65923083AD,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Woodstock_D965486F1B0E30CE,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Pokémon Sun and Moon_B4ADC6A14B40C975,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Khan Shaykhun chemical attack_5615E97E302F96F,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Newton's law of universal gravitation_B54999B16E20483A,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Large Hadron Collider_4BFE703C069557F5,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Lucie Jones_FAD21FD4B015BAF4,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,I Was Made for Lovin' You_47D517BED755EE29,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Make the World Go Away_ED5C77167ECAB05F,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Crazy in Love_CB68499BB9AB9935,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Gun laws in the United States by state_449F0BA9026F4E81,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Natural Capitalism_3EA3DE0496EC0C8F,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Mexican Texas_4A28681D40D4D448,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Tunisian Revolution_A08C90B089298BB3,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,German reunification_9BAE2B180150345F,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,National team appearances in the FIFA World Cup_C608226545DCBD4E,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,List of Pokémon: Indigo League episodes_A9937B02B42FA365,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,"What's New, Scooby-Doo?_C88120ABFFAD17F7",October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Tiananmen Square protests of 1989_9BAE2B180150345F,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Let It Be_B96A179E532BF937,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,List of massacres in Great Britain_2CA8DAFB0C3D3A00,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Santa Claus Is Comin' to Town (film)_3C404B36F8B5DDA3,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,The Grim Adventures of Billy & Mandy_C20D75076BB88E34,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Courage the Cowardly Dog_2203F37187874090,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Office of the United Nations High Commissioner for Human Rights_E38C1213680688,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Wicked Witch of the West_47F707F897EAA6C6,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Kepler's laws of planetary motion_1CF0BB5F5B78DB57,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,An Essay on the Principle of Population_728139407BF10C87,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Ford Field_EA7AAFCD65D5C526,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Then He Kissed Me_B96A179E532BF937,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Out of Time (The Rolling Stones song)_3364C2A5D348EB9,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Shania Twain (album)_D85ECCFDD55BF734,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Florence and the Machine_5355EF91200F9DCB,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,You Got the Love_5355EF91200F9DCB,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,List of dictionaries by number of words_CFE373F54AFB8339,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
